ID,IDText,SkillGroupName,SkillGroup,Description,EffectGroup,Attribute,AttributeValue,AttributeOperation,AttributeValueFormat,ShowValueAsPercentage,Type,TypeID,Scope,BuffSource,BuffContributionMultiplier,,,
10006,SKILL_STANDARD_CANNON_RANGE_M_5,ITEM_CANNON,STANDARD_CANNON,,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10007,SKILL_STANDARD_CANNON_RANGE_A_1,ITEM_CANNON,STANDARD_CANNON,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10008,SKILL_STANDARD_CANNON_RANGE_A_2,ITEM_CANNON,STANDARD_CANNON,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10009,SKILL_STANDARD_CANNON_DAMAGE_A_5,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10010,SKILL_STANDARD_CANNON_DAMAGE_A_10,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10011,SKILL_STANDARD_CANNON_DAMAGE_M_15,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,0.15,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10012,SKILL_STANDARD_CANNON_DAMAGE_M_20,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10013,SKILL_BLAST_CANNON_DAMAGE_M_2,ITEM_CANNON_BLAST,BLAST_CANNON,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10014,SKILL_BLAST_CANNON_DAMAGE_M_5,ITEM_CANNON_BLAST,BLAST_CANNON,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10015,SKILL_BLAST_CANNON_DAMAGE_M_10,ITEM_CANNON_BLAST,BLAST_CANNON,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10016,SKILL_BLAST_CANNON_PROJECTILE_SPEED_M_10,ITEM_CANNON_BLAST,BLAST_CANNON,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10017,SKILL_BLAST_CANNON_BONUS_BONUS_TO_BURNING_A_5,ITEM_CANNON_BLAST,BLAST_CANNON,,BONUS_TO_BURNING,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10018,SKILL_BLAST_CANNON_RANGE_M_5,ITEM_CANNON_BLAST,BLAST_CANNON,,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10019,SKILL_BLAST_CANNON_RANGE_A_3,ITEM_CANNON_BLAST,BLAST_CANNON,,,MAX_RANGE,3,ADDITIVE,,0,STAT,,SELF,,,,,
10020,SKILL_BLAST_CANNON_DAMAGE_A_5,ITEM_CANNON_BLAST,BLAST_CANNON,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10021,SKILL_BLAST_CANNON_DAMAGE_A_10,ITEM_CANNON_BLAST,BLAST_CANNON,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10022,SKILL_BLAST_CANNON_BONUS_BONUS_TO_BURNING_A_10,ITEM_CANNON_BLAST,BLAST_CANNON,,BONUS_TO_BURNING,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10023,SKILL_BLAST_CANNON_RANGE_M_3,ITEM_CANNON_BLAST,BLAST_CANNON,,,MAX_RANGE,0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10024,SKILL_XPLO_CANNON_DAMAGE_M_5,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10025,SKILL_XPLO_CANNON_BONUS_BONUS_TO_BURNING_A_5,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,BONUS_TO_BURNING,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10026,SKILL_XPLO_CANNON_DAMAGE_M_2,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10027,SKILL_XPLO_CANNON_PROJECTILE_SPEED_M_10,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10028,SKILL_XPLO_CANNON_DAMAGE_M_10,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10029,SKILL_XPLO_CANNON_DAMAGE_M_3,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10030,SKILL_XPLO_CANNON_RANGE_M_5,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10031,SKILL_XPLO_CANNON_RANGE_A_3,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,MAX_RANGE,3,ADDITIVE,,0,STAT,,SELF,,,,,
10032,SKILL_XPLO_CANNON_DAMAGE_A_5,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10033,SKILL_XPLO_CANNON_DAMAGE_A_10,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10034,SKILL_SNIPER_CANNON_DAMAGE_M_5,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10035,SKILL_SNIPER_CANNON_BONUS_BONUS_TO_BURNING_A_5,ITEM_CANNON_SNIPER,SNIPER_CANNON,,BONUS_TO_BURNING,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10036,SKILL_SNIPER_CANNON_PROJECTILE_SPEED_M_10,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10037,SKILL_SNIPER_CANNON_PROC_RATE_CRIT_A_5,ITEM_CANNON_SNIPER,SNIPER_CANNON,,CRIT,PROC_RATE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10038,SKILL_SNIPER_CANNON_BONUS_CRIT_A_25,ITEM_CANNON_SNIPER,SNIPER_CANNON,,CRIT,VALUE,0.25,ADDITIVE,,-1,STAT,,SELF,,,,,
10039,SKILL_SNIPER_CANNON_DAMAGE_M_2,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10040,SKILL_SNIPER_CANNON_RANGE_M_5,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10041,SKILL_SNIPER_CANNON_DAMAGE_M_10,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10042,SKILL_SNIPER_CANNON_DAMAGE_A_5,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10043,SKILL_SNIPER_CANNON_DAMAGE_A_10,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10044,SKILL_SNIPER_CANNON_RANGE_M_3,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,MAX_RANGE,0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10045,SKILL_SNIPER_CANNON_RANGE_A_3,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,MAX_RANGE,3,ADDITIVE,,0,STAT,,SELF,,,,,
10046,SKILL_CARRONADE_DAMAGE_M_5,ITEM_CARRONADE,CARRONADE,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10047,SKILL_CARRONADE_DAMAGE_M_2,ITEM_CARRONADE,CARRONADE,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10048,SKILL_CARRONADE_RANGE_A_1,ITEM_CARRONADE,CARRONADE,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10049,SKILL_CARRONADE_BONUS_CARRONADE_SLOW_A_20,ITEM_CARRONADE,CARRONADE,,CARRONADE_SLOW,VALUE,0.2,ADDITIVE,,-1,STAT,,SELF,,,,,
10050,SKILL_CARRONADE_BONUS_TURRET_JAM_A_5,ITEM_CARRONADE,CARRONADE,,TURRET_JAM,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10051,SKILL_CARRONADE_BONUS_TURRET_JAM_A_10,ITEM_CARRONADE,CARRONADE,,TURRET_JAM,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10052,SKILL_CARRONADE_SHIP_SLOW,ITEM_CARRONADE,CARRONADE,,,BASE_VALUE,1,,,0,EFFECT,CARRONADE_SLOW,SELF,,,,,
10053,SKILL_CARRONADE_TURRET_JAM,ITEM_CARRONADE,CARRONADE,,,,1,,,0,EFFECT,CARRONADE_TURRET_JAM,SELF,,,,,
10054,SKILL_FIRE_BOMB_DAMAGE_M_5,ITEM_FIRE_BOMB,FIRE_BOMB,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10055,SKILL_FIRE_BOMB_DURATION_BURNING_A_1,ITEM_FIRE_BOMB,FIRE_BOMB,,BURNING,DURATION,1,ADDITIVE,,0,STAT,,SELF,,,,,
10056,SKILL_FIRE_BOMB_DAMAGE_M_1,ITEM_FIRE_BOMB,FIRE_BOMB,,,BASE_VALUE,0.01,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10057,SKILL_FIRE_BOMB_DAMAGE_M_2,ITEM_FIRE_BOMB,FIRE_BOMB,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10058,SKILL_FIRE_BOMB_COOLDOWN_M_5,ITEM_FIRE_BOMB,FIRE_BOMB,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10059,SKILL_FIRE_BOMB_RANGE_A_1,ITEM_FIRE_BOMB,FIRE_BOMB,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10060,SKILL_FIRE_BOMB_RANGE_A_2,ITEM_FIRE_BOMB,FIRE_BOMB,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10061,SKILL_FLARE_GUN_DAMAGE_M_5,ITEM_FLARE_GUN,FLARE_GUN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10062,SKILL_BURNING_REDUCE_HEALING_M_5,ITEM_FLARE_GUN,FLARE_GUN,,,,,,,,EFFECT,FLARE_HEALING_REDUCTION_5,SELF,,,,,
10063,SKILL_BURNING_REDUCE_HEALING_M_10,ITEM_FLARE_GUN,FLARE_GUN,,,,,,,,EFFECT,FLARE_HEALING_REDUCTION_10,SELF,,,,,
10064,SKILL_BURNING_REDUCE_HEALING_M_15,ITEM_FLARE_GUN,FLARE_GUN,,,,,,,,EFFECT,FLARE_HEALING_REDUCTION_15,SELF,,,,,
10065,SKILL_BURNING_REDUCE_HEALING_M_20,ITEM_FLARE_GUN,FLARE_GUN,,,,,,,,EFFECT,FLARE_HEALING_REDUCTION_20,SELF,,,,,
10066,SKILL_BURNING_REDUCE_HEALING_M_25,ITEM_FLARE_GUN,FLARE_GUN,,,,,,,,EFFECT,FLARE_HEALING_REDUCTION_25,SELF,,,,,
10067,SKILL_BURNING_REDUCE_HEALING_M_30,ITEM_FLARE_GUN,FLARE_GUN,,,,,,,,EFFECT,FLARE_HEALING_REDUCTION_30,SELF,,,,,
10068,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,ITEM_FLARE_GUN,FLARE_GUN,,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10069,SKILL_FLARE_GUN_DURATION_M_5,ITEM_FLARE_GUN,FLARE_GUN,,BURNING,DURATION,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10070,SKILL_FLARE_GUN_DAMAGE_M_2,ITEM_FLARE_GUN,FLARE_GUN,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10071,SKILL_FLARE_GUN_RANGE_A_1,ITEM_FLARE_GUN,FLARE_GUN,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10072,SKILL_FLARE_GUN_RANGE_A_2,ITEM_FLARE_GUN,FLARE_GUN,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10073,SKILL_GRENADE_DAMAGE_M_5,ITEM_GRENADE,GRENADE,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10074,SKILL_GRENADE_DAMAGE_M_2,ITEM_GRENADE,GRENADE,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10075,SKILL_GRENADE_DAMAGE_A_5,ITEM_GRENADE,GRENADE,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10076,SKILL_GRENADE_RANGE_A_1,ITEM_GRENADE,GRENADE,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10077,SKILL_GRENADE_PROC_RATE_GRENADE_DOT_BOOST_A_10,ITEM_GRENADE,GRENADE,,GRENADE_DOT_BOOST,PROC_RATE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10078,SKILL_GRENADE_BONUS_GRENADE_DOT_BOOST_M_20,ITEM_GRENADE,GRENADE,,GRENADE_DOT_BOOST,VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,OWN,,,,
10079,SKILL_GRENADE_RANGE_A_2,ITEM_GRENADE,GRENADE,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10080,SKILL_GRENADE_DAMAGE_M_10,ITEM_GRENADE,GRENADE,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10081,SKILL_MINE_COOLDOWN_M_5,ITEM_MINE,MINE,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10082,SKILL_MINE_DAMAGE_M_2,ITEM_MINE,MINE,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10083,SKILL_MINE_DAMAGE_M_5,ITEM_MINE,MINE,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10084,SKILL_MINE_RANGE_A_1,ITEM_MINE,MINE,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10085,SKILL_MINE_RANGE_A_2,ITEM_MINE,MINE,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10086,SKILL_MINIGUN_DAMAGE_M_5,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10087,SKILL_MINIGUN_RANGE_M_5,ITEM_MINIGUN,MINIGUN,,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10088,SKILL_MINIGUN_RANGE_A_1,ITEM_MINIGUN,MINIGUN,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10089,SKILL_MINIGUN_COOLDOWN_M_5,ITEM_MINIGUN,MINIGUN,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10090,SKILL_MINIGUN_DAMAGE_A_4,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,4,ADDITIVE,,0,STAT,,SELF,,,,,
10091,SKILL_MINIGUN_DAMAGE_A_2,ITEM_MINIGUN,MINIGUN,,,BASE_VALUE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10092,SKILL_MISSILE_DAMAGE_M_5,ITEM_MISSILE,MISSILE,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10093,SKILL_MISSILE_DAMAGE_M_2,ITEM_MISSILE,MISSILE,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10094,SKILL_MISSILE_COOLDOWN_M_5,ITEM_MISSILE,MISSILE,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10095,SKILL_MISSILE_RANGE_A_1,ITEM_MISSILE,MISSILE,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10096,SKILL_MISSILE_RANGE_A_2,ITEM_MISSILE,MISSILE,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10097,SKILL_STANDARD_MORTAR_DAMAGE_M_5,ITEM_MORTAR,STANDARD_MORTAR,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10098,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,ITEM_MORTAR,STANDARD_MORTAR,,MORTAR_TO_SLOWED,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10099,SKILL_STANDARD_MORTAR_DAMAGE_M_2,ITEM_MORTAR,STANDARD_MORTAR,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10100,SKILL_STANDARD_MORTAR_COOLDOWN_M_5,ITEM_MORTAR,STANDARD_MORTAR,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10101,SKILL_STANDARD_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,ITEM_MORTAR,STANDARD_MORTAR,,,,,,,0,EFFECT,MORTAR_TO_ENEMY_DIRECT,SELF,,,,,
10102,SKILL_STANDARD_MORTAR_RANGE_A_1,ITEM_MORTAR,STANDARD_MORTAR,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10103,SKILL_STANDARD_MORTAR_RANGE_A_2,ITEM_MORTAR,STANDARD_MORTAR,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10104,SKILL_STANDARD_MORTAR_DAMAGE_A_10,ITEM_MORTAR,STANDARD_MORTAR,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10105,SKILL_STANDARD_MORTAR_DAMAGE_A_5,ITEM_MORTAR,STANDARD_MORTAR,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10106,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,ITEM_MORTAR_BIG,BIG_MORTAR,,MORTAR_TO_SLOWED,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10107,SKILL_BIG_MORTAR_DAMAGE_A_5,ITEM_MORTAR_BIG,BIG_MORTAR,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10108,SKILL_BIG_MORTAR_DAMAGE_M_5,ITEM_MORTAR_BIG,BIG_MORTAR,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10109,SKILL_BIG_MORTAR_DAMAGE_M_2,ITEM_MORTAR_BIG,BIG_MORTAR,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10110,SKILL_BIG_MORTAR_DAMAGE_M_10,ITEM_MORTAR_BIG,BIG_MORTAR,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10111,SKILL_BIG_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,ITEM_MORTAR_BIG,BIG_MORTAR,,,,,,,0,EFFECT,MORTAR_TO_ENEMY_DIRECT,SELF,,,,,
10112,SKILL_BIG_MORTAR_RANGE_A_1,ITEM_MORTAR_BIG,BIG_MORTAR,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10113,SKILL_BIG_MORTAR_RANGE_A_2,ITEM_MORTAR_BIG,BIG_MORTAR,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10114,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,MORTAR_TO_SLOWED,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10115,SKILL_LARGE_AREA_MORTAR_DAMAGE_A_5,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10116,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_2,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10117,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10118,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_10,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10119,SKILL_LARGE_AREA_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,,,,,0,EFFECT,MORTAR_TO_ENEMY_DIRECT,SELF,,,,,
10120,SKILL_LARGE_AREA_MORTAR_RANGE_A_1,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10121,SKILL_LARGE_AREA_MORTAR_RANGE_A_2,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10122,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10123,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,MORTAR_TO_SLOWED,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10124,SKILL_LONG_RANGE_MORTAR_DAMAGE_A_5,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10125,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_2,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10126,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_10,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10127,SKILL_LONG_RANGE_MORTAR_FLIGHT_TIME_M_5,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,FLIGHT_TIME,-0.05,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,SELF,,,,,
10128,SKILL_LONG_RANGE_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,,,,,0,EFFECT,MORTAR_TO_ENEMY_DIRECT,SELF,,,,,
10129,SKILL_LONG_RANGE_MORTAR_RANGE_A_1,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10130,SKILL_LONG_RANGE_MORTAR_RANGE_A_2,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10131,SKILL_NAPALM_DAMAGE_M_5,ITEM_NAPALM,NAPALM,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10132,SKILL_NAPALM_DAMAGE_M_10,ITEM_NAPALM,NAPALM,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10133,SKILL_NAPALM_DAMAGE_M_2,ITEM_NAPALM,NAPALM,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10134,SKILL_NAPALM_COOLDOWN_M_5,ITEM_NAPALM,NAPALM,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10135,SKILL_NAPALM_RANGE_A_1,ITEM_NAPALM,NAPALM,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10136,SKILL_NAPALM_RANGE_A_2,ITEM_NAPALM,NAPALM,,,MAX_RANGE,2,ADDITIVE,,0,STAT,,SELF,,,,,
10137,SKILL_RAILGUN_DAMAGE_M_5,ITEM_RAILGUN,RAILGUN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10138,SKILL_RAILGUN_COOLDOWN_M_5,ITEM_RAILGUN,RAILGUN,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10139,SKILL_BIG_TORPEDO_DAMAGE_M_10,ITEM_TORPEDO,BIG_TORPEDO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10140,SKILL_BIG_TORPEDO_DAMAGE_M_2,ITEM_TORPEDO,BIG_TORPEDO,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10141,SKILL_BIG_TORPEDO_DAMAGE_M_5,ITEM_TORPEDO,BIG_TORPEDO,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10142,SKILL_BIG_TORPEDO_DAMAGE_A_25,ITEM_TORPEDO,BIG_TORPEDO,,,BASE_VALUE,25,ADDITIVE,,0,STAT,,SELF,,,,,
10143,SKILL_BIG_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,ITEM_TORPEDO,BIG_TORPEDO,,TORPEDO_TO_SLOWED,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10144,SKILL_BIG_TORPEDO_PROJECTILE_SPEED_M_10,ITEM_TORPEDO,BIG_TORPEDO,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10145,SKILL_FAST_TORPEDO_DAMAGE_M_10,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10146,SKILL_FAST_TORPEDO_DAMAGE_M_2,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10147,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_10,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
